country_code,time_batch,interval_start,interval_end,event_count
COD,2008-02-03,2008-02-03,2008-02-03,1
COD,2008-03-26,2008-03-26,2008-03-26,1
COD,2008-04-02,2008-04-02,2008-04-02,1
COD,2008-04-03,2008-04-03,2008-04-03,1
COD,2008-04-15,2008-04-15,2008-04-15,1
COD,2008-05-15,2008-05-15,2008-05-15,1
COD,2008-05-19,2008-05-19,2008-05-19,1
COD,2008-06-12,2008-06-12,2008-06-12,1
COD,2008-07-22,2008-07-22,2008-07-22,1
COD,2008-09-01,2008-09-01,2008-09-01,1
COD,2008-10-03,2008-10-03,2008-10-03,1
COD,2008-11-16,2008-11-16,2008-11-16,1
COD,2008-11-28,2008-11-28,2008-11-28,1
COD,2009-01-01,2009-01-01,2009-01-01,2
COD,2009-05-15,2009-05-15,2009-05-15,1
COD,2009-06-10,2009-06-10,2009-06-10,1
COD,2009-07-12,2009-07-12,2009-07-12,1
COD,2009-08-09,2009-08-09,2009-08-09,1
COD,2009-08-19,2009-08-19,2009-08-19,1
COD,2009-09-13,2009-09-13,2009-09-13,1
COD,2009-09-28,2009-09-28,2009-09-28,1
COD,2009-10,2009-10-01,2009-10-31,1
COD,2009-10-09,2009-10-09,2009-10-09,1
COD,2009-10-29,2009-10-29,2009-10-29,1
COD,2009-11-16,2009-11-16,2009-11-16,1
COD,2009-11-25,2009-11-25,2009-11-25,1
COD,2009-12,2009-12-01,2009-12-31,1
COD,2010-01,2010-01-01,2010-01-31,2
COD,2010-03-17,2010-03-17,2010-03-17,1
COD,2010-05-16,2010-05-16,2010-05-16,1
COD,2010-06-17,2010-06-17,2010-06-17,1
COD,2010-07-02,2010-07-02,2010-07-02,1
COD,2010-07-18,2010-07-18,2010-07-18,1
COD,2010-07-26,2010-07-26,2010-07-26,1
COD,2010-07-28,2010-07-28,2010-07-28,1
COD,2010-08-06,2010-08-06,2010-08-06,1
COD,2010-08-11,2010-08-11,2010-08-11,1
COD,2010-08-25,2010-08-25,2010-08-25,1
COD,2010-09-05,2010-09-05,2010-09-05,1
COD,2010-11-08,2010-11-08,2010-11-08,1
COD,2011-01,2011-01-01,2011-01-31,1
COD,2011-01-03,2011-01-03,2011-01-03,1
COD,2011-02-02,2011-02-02,2011-02-02,1
COD,2011-03-21,2011-03-21,2011-03-21,1
COD,2011-04-01,2011-04-01,2011-04-01,1
COD,2011-04-04,2011-04-04,2011-04-04,1
COD,2011-04-19,2011-04-19,2011-04-19,1
COD,2011-04-24,2011-04-24,2011-04-24,1
COD,2011-05-02,2011-05-02,2011-05-02,1
COD,2011-05-09,2011-05-09,2011-05-09,1
COD,2011-06-24,2011-06-24,2011-06-24,1
COD,2011-07-08,2011-07-08,2011-07-08,1
COD,2011-07-26,2011-07-26,2011-07-26,1
COD,2011-10-30,2011-10-30,2011-10-30,1
COD,2011-12,2011-12-01,2011-12-31,2
COD,2012-01-01,2012-01-01,2012-01-01,1
COD,2012-01-15,2012-01-15,2012-01-15,1
COD,2012-03,2012-03-01,2012-03-31,1
COD,2012-07,2012-07-01,2012-07-31,1
COD,2012-08-17,2012-08-17,2012-08-17,1
COD,2012-12-21,2012-12-21,2012-12-21,1
COD,2013-05-04,2013-05-04,2013-05-04,1
COD,2014-01-18,2014-01-18,2014-01-18,1
COD,2014-01-24,2014-01-24,2014-01-24,1
COD,2014-04-22,2014-04-22,2014-04-22,1
COD,2014-04-25,2014-04-25,2014-04-25,1
COD,2014-05-05,2014-05-05,2014-05-05,1
COD,2014-06-17,2014-06-17,2014-06-17,1
COD,2014-06-21,2014-06-21,2014-06-21,1
COD,2014-08-11,2014-08-11,2014-08-11,1
COD,2014-08-20,2014-08-20,2014-08-20,1
COD,2014-10-25,2014-10-25,2014-10-25,1
COD,2014-12-14,2014-12-14,2014-12-14,1
COD,2014-12-22,2014-12-22,2014-12-22,1
COD,2014-12-26,2014-12-26,2014-12-26,1
COD,2015-02-12,2015-02-12,2015-02-12,1
COD,2015-08-06,2015-08-06,2015-08-06,1
COD,2015-08-17,2015-08-17,2015-08-17,1
COD,2015-08-24,2015-08-24,2015-08-24,1
COD,2015-11-07,2015-11-07,2015-11-07,1
COD,2015-11-19,2015-11-19,2015-11-19,1
COD,2015-11-30,2015-11-30,2015-11-30,1
COD,2015-12-11,2015-12-11,2015-12-11,1
COD,2016-01,2016-01-01,2016-01-31,1
COD,2016,2016-01-01,2016-12-31,1
COD,2016-05-20,2016-05-20,2016-05-20,1
COD,2016-11-09,2016-11-09,2016-11-09,1
COD,2016-12-18,2016-12-18,2016-12-18,1
COD,2016-12-27,2016-12-27,2016-12-27,1
COD,2017-07-13,2017-07-13,2017-07-13,1
COD,2017-08-16,2017-08-16,2017-08-16,1
COD,2017-09-19,2017-09-19,2017-09-19,1
COD,2017-09-30,2017-09-30,2017-09-30,1
COD,2017-11-09,2017-11-09,2017-11-09,1
COD,2017-11-13,2017-11-13,2017-11-13,1
COD,2017-11-15,2017-11-15,2017-11-15,1
COD,2017-11-25,2017-11-25,2017-11-25,1
COD,2017-12-15,2017-12-15,2017-12-15,1
COD,2018-01-03,2018-01-03,2018-01-03,1
COD,2018-02-26,2018-02-26,2018-02-26,1
COD,2018-05-08,2018-05-08,2018-05-08,1
COD,2018-05-23,2018-05-23,2018-05-23,1
COD,2018-07-24,2018-07-24,2018-07-24,1
COD,2018-08-01,2018-08-01,2018-08-01,1
COD,2018-08-18,2018-08-18,2018-08-18,1
COD,2018-08-22,2018-08-22,2018-08-22,1
COD,2018-09-17,2018-09-17,2018-09-17,1
COD,2018-10-06,2018-10-06,2018-10-06,1
COD,2018-10-18,2018-10-18,2018-10-18,1
COD,2018-11-09,2018-11-09,2018-11-09,1
COD,2018-12-24,2018-12-24,2018-12-24,1
COD,2019-01,2019-01-01,2019-01-31,2
COD,2019-03-17,2019-03-17,2019-03-17,1
COD,2019-03-26,2019-03-26,2019-03-26,1
COD,2019-04-26,2019-04-26,2019-04-26,1
COD,2019-04-27,2019-04-27,2019-04-27,1
COD,2019-05-25,2019-05-25,2019-05-25,1
COD,2019-06-30,2019-06-30,2019-06-30,2
COD,2019-08,2019-08-01,2019-08-31,1
COD,2019-08-10,2019-08-10,2019-08-10,1
COD,2019-08-15,2019-08-15,2019-08-15,1
COD,2019-09-20,2019-09-20,2019-09-20,1
COD,2019-10-02,2019-10-02,2019-10-02,1
COD,2019-10-19,2019-10-19,2019-10-19,1
COD,2019-11-01,2019-11-01,2019-11-01,1
COD,2019-11-19,2019-11-19,2019-11-19,1
COD,2019-11-24,2019-11-24,2019-11-24,1
COD,2019-12-13,2019-12-13,2019-12-13,1
COD,2019-12-23,2019-12-23,2019-12-23,1
COD,2020-01-20,2020-01-20,2020-01-20,1
COD,2020-02-16,2020-02-16,2020-02-16,1
COD,2020-03-14,2020-03-14,2020-03-14,1
COD,2020-03-17,2020-03-17,2020-03-17,1
COD,2020-04-13,2020-04-13,2020-04-13,1
COD,2020-04-16,2020-04-16,2020-04-16,1
COD,2020-04-23,2020-04-23,2020-04-23,1
COD,2020-05-05,2020-05-05,2020-05-05,1
COD,2020-06-01,2020-06-01,2020-06-01,2
COD,2020-06-07,2020-06-07,2020-06-07,1
COD,2020-09-11,2020-09-11,2020-09-11,1
COD,2020-10-01,2020-10-01,2020-10-01,1
COD,2020-10-12,2020-10-12,2020-10-12,1
COD,2020-12-02,2020-12-02,2020-12-02,1
COD,2021-02-14,2021-02-14,2021-02-14,1
COD,2021-03-19,2021-03-19,2021-03-19,1
COD,2021-05-22,2021-05-22,2021-05-22,2
COD,2021-06-01,2021-06-01,2021-06-01,1
COD,2021-07,2021-07-01,2021-07-31,1
COD,2021-07-31,2021-07-31,2021-07-31,2
COD,2021-09-07,2021-09-07,2021-09-07,1
COD,2021-10-04,2021-10-04,2021-10-04,1
COD,2021-10-17,2021-10-17,2021-10-17,1
COD,2021-11-12,2021-11-12,2021-11-12,1
COD,2022,2022-01-01,2022-12-31,1
COD,2022-02-02,2022-02-02,2022-02-02,1
COD,2022-03-10,2022-03-10,2022-03-10,1
COD,2022-04-04,2022-04-04,2022-04-04,1
COD,2022-04-23,2022-04-23,2022-04-23,2
COD,2022-10-29,2022-10-29,2022-10-29,1
COD,2022-11-13,2022-11-13,2022-11-13,1
COD,2022-11-17,2022-11-17,2022-11-17,1
COD,2022-12-12,2022-12-12,2022-12-12,1
COD,2022-12-23,2022-12-23,2022-12-23,1
COD,2022-12-30,2022-12-30,2022-12-30,1
COD,2023,2023-01-01,2023-12-31,1
COD,2023-04-02,2023-04-02,2023-04-02,1
COD,2023-05-02,2023-05-02,2023-05-02,1
COD,2023-09-17,2023-09-17,2023-09-17,1
COD,2023-11-13,2023-11-13,2023-11-13,1
COD,2023-12-10,2023-12-10,2023-12-10,1
COD,2023-12-25,2023-12-25,2023-12-25,1
COD,2023-12-26,2023-12-26,2023-12-26,1
COG,2000-01,2000-01-01,2000-01-31,1
COG,2000-04-12,2000-04-12,2000-04-12,1
COG,2001-01-11,2001-01-11,2001-01-11,1
COG,2001-11,2001-11-01,2001-11-30,1
COG,2002-11-10,2002-11-10,2002-11-10,1
COG,2002-12-31,2002-12-31,2002-12-31,1
COG,2003-10-12,2003-10-12,2003-10-12,1
COG,2004-03-22,2004-03-22,2004-03-22,1
COG,2004-12-21,2004-12-21,2004-12-21,1
COG,2005-04-25,2005-04-25,2005-04-25,1
COG,2005-09-09,2005-09-09,2005-09-09,1
COG,2005-12-24,2005-12-24,2005-12-24,1
COG,2006-11-04,2006-11-04,2006-11-04,1
COG,2006-12-04,2006-12-04,2006-12-04,1
COG,2007-07-17,2007-07-17,2007-07-17,1
COG,2007-10-26,2007-10-26,2007-10-26,1
COG,2008-02,2008-02-01,2008-02-29,1
COG,2008-06-05,2008-06-05,2008-06-05,1
COG,2010-06-23,2010-06-23,2010-06-23,1
COG,2010-10-17,2010-10-17,2010-10-17,1
COG,2011-05,2011-05-01,2011-05-31,1
COG,2011-06,2011-06-01,2011-06-30,1
COG,2011-06-14,2011-06-14,2011-06-14,1
COG,2012-03-04,2012-03-04,2012-03-04,1
COG,2012-11-17,2012-11-17,2012-11-17,1
COG,2012-11-30,2012-11-30,2012-11-30,1
COG,2012-12-08,2012-12-08,2012-12-08,1
COG,2013-04,2013-04-01,2013-04-30,1
COG,2018-07-18,2018-07-18,2018-07-18,1
COG,2019-01,2019-01-01,2019-01-31,3
COG,2019-02-20,2019-02-20,2019-02-20,1
COG,2019-11-20,2019-11-20,2019-11-20,1
COG,2019-12,2019-12-01,2019-12-31,1
COG,2020-03-30,2020-03-30,2020-03-30,1
COG,2020-11-02,2020-11-02,2020-11-02,1
COG,2021-01-08,2021-01-08,2021-01-08,1
COG,2021-11-29,2021-11-29,2021-11-29,1
COG,2022-09,2022-09-01,2022-09-30,1
COG,2022-09-26,2022-09-26,2022-09-26,1
COG,2023-07-17,2023-07-17,2023-07-17,1
COG,2023-11-20,2023-11-20,2023-11-20,1
COG,2023-12-07,2023-12-07,2023-12-07,1
COK,2001-12-02,2001-12-02,2001-12-02,1
COK,2005-02-28,2005-02-28,2005-02-28,1
COK,2009-05,2009-05-01,2009-05-31,1
COK,2010-02-11,2010-02-11,2010-02-11,1
COL,2000-02,2000-02-01,2000-02-29,1
COL,2000-05-18,2000-05-18,2000-05-18,1
COL,2000-07-09,2000-07-09,2000-07-09,1
COL,2000-09-20,2000-09-20,2000-09-20,1
COL,2000-10-15,2000-10-15,2000-10-15,1
COL,2000-11-08,2000-11-08,2000-11-08,1
COL,2001-04-09,2001-04-09,2001-04-09,1
COL,2001-04-26,2001-04-26,2001-04-26,1
COL,2001-06-01,2001-06-01,2001-06-01,1
COL,2001-06-05,2001-06-05,2001-06-05,1
COL,2001-08,2001-08-01,2001-08-31,1
COL,2001-08-12,2001-08-12,2001-08-12,1
COL,2001-08-22,2001-08-22,2001-08-22,1
COL,2001-11-22,2001-11-22,2001-11-22,1
COL,2001-12,2001-12-01,2001-12-31,1
COL,2001-12-16,2001-12-16,2001-12-16,1
COL,2002-01-29,2002-01-29,2002-01-29,1
COL,2002-04-12,2002-04-12,2002-04-12,1
COL,2002-04-24,2002-04-24,2002-04-24,1
COL,2002-06-04,2002-06-04,2002-06-04,1
COL,2002-07-05,2002-07-05,2002-07-05,1
COL,2002-10-27,2002-10-27,2002-10-27,1
COL,2002-11,2002-11-01,2002-11-30,1
COL,2003-03-19,2003-03-19,2003-03-19,1
COL,2003-05-14,2003-05-14,2003-05-14,1
COL,2003-06-14,2003-06-14,2003-06-14,1
COL,2003-06-29,2003-06-29,2003-06-29,1
COL,2003-08,2003-08-01,2003-08-31,1
COL,2004-01,2004-01-01,2004-01-31,1
COL,2004-08-15,2004-08-15,2004-08-15,1
COL,2004-08-18,2004-08-18,2004-08-18,1
COL,2004-10-11,2004-10-11,2004-10-11,1
COL,2004-11-15,2004-11-15,2004-11-15,1
COL,2004-12-27,2004-12-27,2004-12-27,1
COL,2005-01-13,2005-01-13,2005-01-13,1
COL,2005-01-16,2005-01-16,2005-01-16,1
COL,2005-01-28,2005-01-28,2005-01-28,1
COL,2005-02-11,2005-02-11,2005-02-11,1
COL,2005-04-12,2005-04-12,2005-04-12,1
COL,2005-04-20,2005-04-20,2005-04-20,1
COL,2005-08-17,2005-08-17,2005-08-17,1
COL,2005-09-15,2005-09-15,2005-09-15,1
COL,2005-10-29,2005-10-29,2005-10-29,1
COL,2005-11-24,2005-11-24,2005-11-24,1
COL,2005-12-07,2005-12-07,2005-12-07,1
COL,2006-01-01,2006-01-01,2006-01-01,1
COL,2006-03-28,2006-03-28,2006-03-28,1
COL,2006-07-12,2006-07-12,2006-07-12,1
COL,2007-02-03,2007-02-03,2007-02-03,1
COL,2007-02-23,2007-02-23,2007-02-23,1
COL,2007-03-06,2007-03-06,2007-03-06,1
COL,2007-04-03,2007-04-03,2007-04-03,1
COL,2007-04-05,2007-04-05,2007-04-05,1
COL,2007-04-18,2007-04-18,2007-04-18,1
COL,2007-04-19,2007-04-19,2007-04-19,1
COL,2007-04-26,2007-04-26,2007-04-26,1
COL,2007-05-19,2007-05-19,2007-05-19,1
COL,2007-09-10,2007-09-10,2007-09-10,1
COL,2007-10-13,2007-10-13,2007-10-13,1
COL,2007-10-20,2007-10-20,2007-10-20,1
COL,2008-01-17,2008-01-17,2008-01-17,1
COL,2008-03-11,2008-03-11,2008-03-11,1
COL,2008-04-14,2008-04-14,2008-04-14,1
COL,2008-05-24,2008-05-24,2008-05-24,1
COL,2008-05-31,2008-05-31,2008-05-31,1
COL,2008-07-22,2008-07-22,2008-07-22,1
COL,2008-09-15,2008-09-15,2008-09-15,1
COL,2008-11-16,2008-11-16,2008-11-16,1
COL,2008-11-20,2008-11-20,2008-11-20,1
COL,2009-02-03,2009-02-03,2009-02-03,1
COL,2009-02-07,2009-02-07,2009-02-07,1
COL,2009-02-15,2009-02-15,2009-02-15,1
COL,2009-07-23,2009-07-23,2009-07-23,1
COL,2010-01,2010-01-01,2010-01-31,1
COL,2010-01-18,2010-01-18,2010-01-18,1
COL,2010-04-04,2010-04-04,2010-04-04,1
COL,2010-04-06,2010-04-06,2010-04-06,1
COL,2010-06-16,2010-06-16,2010-06-16,1
COL,2010-07-01,2010-07-01,2010-07-01,1
COL,2010-08-09,2010-08-09,2010-08-09,1
COL,2010-08-16,2010-08-16,2010-08-16,1
COL,2010-09-27,2010-09-27,2010-09-27,1
COL,2010-11-20,2010-11-20,2010-11-20,1
COL,2010-12-05,2010-12-05,2010-12-05,1
COL,2011-01-26,2011-01-26,2011-01-26,1
COL,2011-03-20,2011-03-20,2011-03-20,1
COL,2011-04,2011-04-01,2011-04-30,1
COL,2011-09-01,2011-09-01,2011-09-01,1
COL,2011-11-04,2011-11-04,2011-11-04,1
COL,2011-12-22,2011-12-22,2011-12-22,1
COL,2012-03-15,2012-03-15,2012-03-15,1
COL,2012-04,2012-04-01,2012-04-30,1
COL,2012-04-20,2012-04-20,2012-04-20,1
COL,2012-04-30,2012-04-30,2012-04-30,1
COL,2012-10-05,2012-10-05,2012-10-05,1
COL,2012-12-17,2012-12-17,2012-12-17,1
COL,2013-02-09,2013-02-09,2013-02-09,1
COL,2013-07,2013-07-01,2013-07-31,1
COL,2013-09-15,2013-09-15,2013-09-15,1
COL,2014-01-06,2014-01-06,2014-01-06,1
COL,2014-01-27,2014-01-27,2014-01-27,1
COL,2014-03-15,2014-03-15,2014-03-15,1
COL,2014-04-30,2014-04-30,2014-04-30,1
COL,2014-05-18,2014-05-18,2014-05-18,1
COL,2014-06-14,2014-06-14,2014-06-14,1
COL,2014-09-06,2014-09-06,2014-09-06,1
COL,2014-10-06,2014-10-06,2014-10-06,1
COL,2014-10-31,2014-10-31,2014-10-31,1
COL,2014-11-01,2014-11-01,2014-11-01,1
COL,2014-12-03,2014-12-03,2014-12-03,1
COL,2015-03-10,2015-03-10,2015-03-10,1
COL,2015-04-01,2015-04-01,2015-04-01,1
COL,2015-05-13,2015-05-13,2015-05-13,1
COL,2015-05-17,2015-05-17,2015-05-17,1
COL,2015-07,2015-07-01,2015-07-31,1
COL,2015-07-22,2015-07-22,2015-07-22,1
COL,2015-07-31,2015-07-31,2015-07-31,1
COL,2015-10,2015-10-01,2015-10-31,1
COL,2016,2016-01-01,2016-12-31,1
COL,2016-01-10,2016-01-10,2016-01-10,1
COL,2016-02,2016-02-01,2016-02-29,1
COL,2016-06-26,2016-06-26,2016-06-26,1
COL,2016-10-18,2016-10-18,2016-10-18,1
COL,2016-11-26,2016-11-26,2016-11-26,1
COL,2016-11-28,2016-11-28,2016-11-28,1
COL,2017-01-05,2017-01-05,2017-01-05,1
COL,2017-02-23,2017-02-23,2017-02-23,1
COL,2017-03-17,2017-03-17,2017-03-17,1
COL,2017-03-31,2017-03-31,2017-03-31,1
COL,2017-04-17,2017-04-17,2017-04-17,1
COL,2017-04-27,2017-04-27,2017-04-27,1
COL,2017-06-23,2017-06-23,2017-06-23,1
COL,2017-10-04,2017-10-04,2017-10-04,1
COL,2017-11-09,2017-11-09,2017-11-09,1
COL,2017-11-19,2017-11-19,2017-11-19,1
COL,2017-11-21,2017-11-21,2017-11-21,1
COL,2018-01-16,2018-01-16,2018-01-16,2
COL,2018-03-12,2018-03-12,2018-03-12,1
COL,2018-10-01,2018-10-01,2018-10-01,1
COL,2019-01,2019-01-01,2019-01-31,1
COL,2019-01-28,2019-01-28,2019-01-28,1
COL,2019-02-20,2019-02-20,2019-02-20,1
COL,2019-03-09,2019-03-09,2019-03-09,1
COL,2019-03-21,2019-03-21,2019-03-21,1
COL,2019-04-07,2019-04-07,2019-04-07,1
COL,2019-04-21,2019-04-21,2019-04-21,1
COL,2019-10-27,2019-10-27,2019-10-27,1
COL,2019-12-06,2019-12-06,2019-12-06,1
COL,2019-12-26,2019-12-26,2019-12-26,1
COL,2020-02-26,2020-02-26,2020-02-26,1
COL,2020-04-04,2020-04-04,2020-04-04,1
COL,2020-07-01,2020-07-01,2020-07-01,1
COL,2020-07-06,2020-07-06,2020-07-06,1
COL,2020-07-21,2020-07-21,2020-07-21,1
COL,2020-10-31,2020-10-31,2020-10-31,1
COL,2020-11-02,2020-11-02,2020-11-02,1
COL,2020-11-14,2020-11-14,2020-11-14,1
COL,2020-11-23,2020-11-23,2020-11-23,1
COL,2021-01-30,2021-01-30,2021-01-30,1
COL,2021-03-26,2021-03-26,2021-03-26,1
COL,2021-04-01,2021-04-01,2021-04-01,1
COL,2021-04-11,2021-04-11,2021-04-11,1
COL,2021-04-14,2021-04-14,2021-04-14,1
COL,2021-04-27,2021-04-27,2021-04-27,1
COL,2021-06-04,2021-06-04,2021-06-04,1
COL,2021-09-15,2021-09-15,2021-09-15,1
COL,2021-09-22,2021-09-22,2021-09-22,1
COL,2021-10-26,2021-10-26,2021-10-26,1
COL,2021-11-02,2021-11-02,2021-11-02,1
COL,2021-11-19,2021-11-19,2021-11-19,1
COL,2021-11-30,2021-11-30,2021-11-30,1
COL,2022-02-01,2022-02-01,2022-02-01,1
COL,2022-02-18,2022-02-18,2022-02-18,1
COL,2022-03-01,2022-03-01,2022-03-01,1
COL,2022-03-15,2022-03-15,2022-03-15,1
COL,2022-04,2022-04-01,2022-04-30,1
COL,2022-04-07,2022-04-07,2022-04-07,1
COL,2022-04-21,2022-04-21,2022-04-21,1
COL,2022-05-25,2022-05-25,2022-05-25,1
COL,2022-05-30,2022-05-30,2022-05-30,1
COL,2022-06-26,2022-06-26,2022-06-26,1
COL,2022-08-27,2022-08-27,2022-08-27,1
COL,2022-10-09,2022-10-09,2022-10-09,1
COL,2022-10-15,2022-10-15,2022-10-15,1
COL,2022-10-19,2022-10-19,2022-10-19,1
COL,2022-11-06,2022-11-06,2022-11-06,1
COL,2022-11-14,2022-11-14,2022-11-14,1
COL,2022-12-04,2022-12-04,2022-12-04,1
COL,2023-01-10,2023-01-10,2023-01-10,1
COL,2023-03-14,2023-03-14,2023-03-14,1
COL,2023-03-28,2023-03-28,2023-03-28,1
COL,2023-07-18,2023-07-18,2023-07-18,1
COL,2023-10-30,2023-10-30,2023-10-30,1
COM,2002-10-29,2002-10-29,2002-10-29,1
COM,2003-04-25,2003-04-25,2003-04-25,1
COM,2005-03-12,2005-03-12,2005-03-12,1
COM,2005-04-16,2005-04-16,2005-04-16,1
COM,2005-08-22,2005-08-22,2005-08-22,1
COM,2005-11-24,2005-11-24,2005-11-24,1
COM,2006,2006-01-01,2006-12-31,1
COM,2006-05-28,2006-05-28,2006-05-28,1
COM,2006-09-09,2006-09-09,2006-09-09,1
COM,2006-09-20,2006-09-20,2006-09-20,1
COM,2007-03,2007-03-01,2007-03-31,1
COM,2007-07-20,2007-07-20,2007-07-20,1
COM,2007-08-13,2007-08-13,2007-08-13,1
COM,2007-12-03,2007-12-03,2007-12-03,1
COM,2009-04-20,2009-04-20,2009-04-20,1
COM,2009-06-30,2009-06-30,2009-06-30,1
COM,2009-11-26,2009-11-26,2009-11-26,1
COM,2011-08-09,2011-08-09,2011-08-09,1
COM,2012-04-20,2012-04-20,2012-04-20,1
COM,2012-05-19,2012-05-19,2012-05-19,1
COM,2012-10-08,2012-10-08,2012-10-08,1
COM,2013-03-16,2013-03-16,2013-03-16,1
COM,2014-03-12,2014-03-12,2014-03-12,1
COM,2014-03-27,2014-03-27,2014-03-27,1
COM,2019-04-24,2019-04-24,2019-04-24,1
COM,2019-12-05,2019-12-05,2019-12-05,1
COM,2022-02-26,2022-02-26,2022-02-26,1
CPV,2002-06,2002-06-01,2002-06-30,1
CPV,2004-08,2004-08-01,2004-08-31,1
CPV,2007-10-18,2007-10-18,2007-10-18,1
CPV,2009-09,2009-09-01,2009-09-30,1
CPV,2009-09-30,2009-09-30,2009-09-30,1
CPV,2014-11-23,2014-11-23,2014-11-23,1
CPV,2015-01-09,2015-01-09,2015-01-09,1
CPV,2015-08-31,2015-08-31,2015-08-31,1
CPV,2017-11,2017-11-01,2017-11-30,1
CPV,2020-09-11,2020-09-11,2020-09-11,1
CPV,2022,2022-01-01,2022-12-31,1
CPV,2023-11-06,2023-11-06,2023-11-06,1
CRI,2000-06-27,2000-06-27,2000-06-27,1
CRI,2000-07-19,2000-07-19,2000-07-19,1
CRI,2000-08-26,2000-08-26,2000-08-26,1
CRI,2001-10-19,2001-10-19,2001-10-19,1
CRI,2002-05-06,2002-05-06,2002-05-06,1
CRI,2002-11-23,2002-11-23,2002-11-23,1
CRI,2003-12-12,2003-12-12,2003-12-12,1
CRI,2003-12-25,2003-12-25,2003-12-25,1
CRI,2004-05-10,2004-05-10,2004-05-10,1
CRI,2004-11,2004-11-01,2004-11-30,1
CRI,2004-11-20,2004-11-20,2004-11-20,1
CRI,2005-01-11,2005-01-11,2005-01-11,1
CRI,2005-07-11,2005-07-11,2005-07-11,1
CRI,2005-09-18,2005-09-18,2005-09-18,1
CRI,2005-10-01,2005-10-01,2005-10-01,1
CRI,2007-09-20,2007-09-20,2007-09-20,1
CRI,2007-10-12,2007-10-12,2007-10-12,1
CRI,2008-05-28,2008-05-28,2008-05-28,1
CRI,2008-09-02,2008-09-02,2008-09-02,1
CRI,2008-10-13,2008-10-13,2008-10-13,1
CRI,2008-11-22,2008-11-22,2008-11-22,1
CRI,2009-01-08,2009-01-08,2009-01-08,1
CRI,2010-09-06,2010-09-06,2010-09-06,1
CRI,2010-11-01,2010-11-01,2010-11-01,1
CRI,2011-10-17,2011-10-17,2011-10-17,1
CRI,2012-07-29,2012-07-29,2012-07-29,1
CRI,2012-09-05,2012-09-05,2012-09-05,1
CRI,2013-07,2013-07-01,2013-07-31,1
CRI,2015-03-12,2015-03-12,2015-03-12,1
CRI,2015-06-27,2015-06-27,2015-06-27,1
CRI,2015-08,2015-08-01,2015-08-31,1
CRI,2016-04-08,2016-04-08,2016-04-08,1
CRI,2016-11-23,2016-11-23,2016-11-23,1
CRI,2017-09-04,2017-09-04,2017-09-04,1
CRI,2017-12-31,2017-12-31,2017-12-31,1
CRI,2018-10-02,2018-10-02,2018-10-02,1
CRI,2019-01,2019-01-01,2019-01-31,1
CRI,2019-03,2019-03-01,2019-03-31,1
CRI,2020-11-03,2020-11-03,2020-11-03,1
CRI,2021-07-22,2021-07-22,2021-07-22,1
CRI,2022-10-08,2022-10-08,2022-10-08,1
CRI,2023-08,2023-08-01,2023-08-31,1
CUB,2000-08,2000-08-01,2000-08-31,1
CUB,2000-12-25,2000-12-25,2000-12-25,1
CUB,2001-11-04,2001-11-04,2001-11-04,1
CUB,2002-03-15,2002-03-15,2002-03-15,1
CUB,2002-06-12,2002-06-12,2002-06-12,1
CUB,2002-09-18,2002-09-18,2002-09-18,1
CUB,2002-10-01,2002-10-01,2002-10-01,1
CUB,2002-12-11,2002-12-11,2002-12-11,1
CUB,2003-04,2003-04-01,2003-04-30,1
CUB,2003-04-16,2003-04-16,2003-04-16,1
CUB,2004-08,2004-08-01,2004-08-31,1
CUB,2004-08-14,2004-08-14,2004-08-14,1
CUB,2004-09-13,2004-09-13,2004-09-13,1
CUB,2005-07-08,2005-07-08,2005-07-08,1
CUB,2005-08-21,2005-08-21,2005-08-21,1
CUB,2005-10-19,2005-10-19,2005-10-19,1
CUB,2006-06-08,2006-06-08,2006-06-08,1
CUB,2006-06-11,2006-06-11,2006-06-11,1
CUB,2007-08-20,2007-08-20,2007-08-20,1
CUB,2007-10-07,2007-10-07,2007-10-07,2
CUB,2007-10-28,2007-10-28,2007-10-28,1
CUB,2007-12-27,2007-12-27,2007-12-27,1
CUB,2008-08-20,2008-08-20,2008-08-20,1
CUB,2008-08-29,2008-08-29,2008-08-29,1
CUB,2008-09-08,2008-09-08,2008-09-08,1
CUB,2008-11-08,2008-11-08,2008-11-08,1
CUB,2008-11-17,2008-11-17,2008-11-17,1
CUB,2009-08-10,2009-08-10,2009-08-10,1
CUB,2010-11-04,2010-11-04,2010-11-04,1
CUB,2011-12-24,2011-12-24,2011-12-24,1
CUB,2012-05-24,2012-05-24,2012-05-24,1
CUB,2012-08-25,2012-08-25,2012-08-25,1
CUB,2012-10-22,2012-10-22,2012-10-22,1
CUB,2013-12-01,2013-12-01,2013-12-01,1
CUB,2015-04-30,2015-04-30,2015-04-30,1
CUB,2015-05,2015-05-01,2015-05-31,1
CUB,2016-09-28,2016-09-28,2016-09-28,1
CUB,2017-09-08,2017-09-08,2017-09-08,1
CUB,2018-05-18,2018-05-18,2018-05-18,1
CUB,2018-05-29,2018-05-29,2018-05-29,1
CUB,2018-10-10,2018-10-10,2018-10-10,1
CUB,2019-01-27,2019-01-27,2019-01-27,1
CUB,2020-05-25,2020-05-25,2020-05-25,1
CUB,2020-07-31,2020-07-31,2020-07-31,1
CUB,2021-01-29,2021-01-29,2021-01-29,1
CUB,2021-07-02,2021-07-02,2021-07-02,1
